"Participant","Event","E1","eBR","BR","Valence","E2","trialtype","signed_EE","abs_EE","direction","update"
87,20,40,22,44,3,32,"neutral",-4,4,1,-8
87,21,74,68,33,2,77,"negative",41,41,-1,-3
87,22,37,68,51,2,54,"negative",-14,14,1,17
87,23,3,3,37,3,13,"neutral",-34,34,1,10
87,24,70,48,43,4,33,"positive",27,27,-1,37
87,25,77,77,39,3,77,"neutral",38,38,-1,0
87,26,77,77,35,3,77,"neutral",42,42,-1,0
87,27,66,58,30,3,67,"neutral",36,36,-1,-1
87,28,32,40,70,4,36,"positive",-38,38,1,4
87,29,35,54,10,3,66,"neutral",25,25,-1,-31
87,30,23,70,23,3,68,"neutral",0,0,0,0
87,31,75,60,23,2,77,"negative",52,52,-1,-2
87,32,13,23,36,2,19,"negative",-23,23,1,6
87,33,74,68,33,4,77,"positive",41,41,-1,-3
87,34,76,70,36,2,46,"negative",40,40,-1,30
87,35,75,69,45,5,77,"positive",30,30,-1,-2
87,36,13,27,43,2,56,"negative",-30,30,1,43
87,37,72,52,38,2,70,"negative",34,34,-1,2
87,38,20,34,33,3,21,"neutral",-13,13,1,1
87,39,77,67,47,2,77,"negative",30,30,-1,0
88,1,35,56,56,3,10,"neutral",-21,21,1,-25
88,2,77,70,29,5,77,"positive",48,48,-1,0
88,3,38,50,20,5,43,"positive",18,18,-1,-5
88,4,77,77,17,4,77,"positive",60,60,-1,0
88,5,3,55,38,2,3,"negative",-35,35,1,0
88,6,60,75,26,4,58,"positive",34,34,-1,2
88,7,54,75,62,4,68,"positive",-8,8,1,14
88,8,40,60,59,4,68,"positive",-19,19,1,28
88,9,40,40,65,3,45,"neutral",-25,25,1,5
88,10,70,70,55,2,60,"negative",15,15,-1,10
88,11,45,58,52,1,25,"negative",-7,7,1,-20
88,12,30,30,48,3,45,"neutral",-18,18,1,15
88,13,10,12,30,4,10,"positive",-20,20,1,0
88,14,67,77,55,5,75,"positive",12,12,-1,-8
88,15,77,77,42,5,77,"positive",35,35,-1,0
88,16,20,50,32,3,35,"neutral",-12,12,1,15
88,17,30,55,41,4,45,"positive",-11,11,1,15
88,18,37,45,48,4,66,"positive",-11,11,1,29
88,19,62,77,49,2,30,"negative",13,13,-1,32
88,20,50,68,44,3,45,"neutral",6,6,-1,5
88,21,35,63,33,4,35,"positive",2,2,-1,0
88,22,68,68,51,3,65,"neutral",17,17,-1,3
88,23,20,32,37,2,24,"negative",-17,17,1,4
88,24,45,36,43,5,35,"positive",2,2,-1,10
88,25,60,66,39,3,50,"neutral",21,21,-1,10
88,26,77,77,35,3,68,"neutral",42,42,-1,9
88,27,68,60,30,4,45,"positive",38,38,-1,23
88,28,54,68,70,3,45,"neutral",-16,16,1,-9
88,29,60,60,10,3,56,"neutral",50,50,-1,4
88,30,10,60,23,3,24,"neutral",-13,13,1,14
88,31,42,71,23,3,65,"neutral",19,19,-1,-23
88,32,20,59,36,1,20,"negative",-16,16,1,0
88,33,45,75,33,3,46,"neutral",12,12,-1,-1
88,34,47,77,36,3,57,"neutral",11,11,-1,-10
88,35,20,50,45,3,20,"neutral",-25,25,1,0
88,36,35,60,43,1,34,"negative",-8,8,1,-1
88,37,25,30,38,4,10,"positive",-13,13,1,-15
88,38,40,57,33,3,45,"neutral",7,7,-1,-5
88,39,20,32,47,3,56,"neutral",-27,27,1,36
89,1,77,77,56,5,75,"positive",21,21,-1,2
89,2,10,50,29,5,10,"positive",-19,19,1,0
89,3,35,60,20,4,20,"positive",15,15,-1,15
89,4,77,70,17,2,70,"negative",60,60,-1,7
89,5,10,35,38,3,20,"neutral",-28,28,1,10
89,6,70,70,26,4,65,"positive",44,44,-1,5
89,7,60,60,62,5,45,"positive",-2,2,1,-15
89,8,35,50,59,4,40,"positive",-24,24,1,5
89,9,23,20,65,3,35,"neutral",-42,42,1,12
89,10,30,5,55,3,40,"neutral",-25,25,1,10
89,11,10,30,52,4,60,"positive",-42,42,1,50
89,12,3,4,48,4,4,"positive",-45,45,1,1
89,13,10,20,30,3,20,"neutral",-20,20,1,10
89,14,75,60,55,5,60,"positive",20,20,-1,15
89,15,70,70,42,5,60,"positive",28,28,-1,10
89,16,60,50,32,4,50,"positive",28,28,-1,10
89,17,60,70,41,3,60,"neutral",19,19,-1,0
89,18,75,60,48,4,75,"positive",27,27,-1,0
89,19,30,50,49,5,60,"positive",-19,19,1,30
89,20,50,70,44,4,50,"positive",6,6,-1,0
89,21,20,30,33,3,35,"neutral",-13,13,1,15
89,22,70,65,51,4,67,"positive",19,19,-1,3
89,23,3,36,37,1,20,"negative",-34,34,1,17
89,24,70,70,43,4,65,"positive",27,27,-1,5
89,25,20,60,39,5,50,"positive",-19,19,1,30
89,26,75,70,35,4,50,"positive",40,40,-1,25
89,27,76,76,30,5,60,"positive",46,46,-1,16
89,28,25,59,70,5,60,"positive",-45,45,1,35
89,29,10,35,10,4,65,"positive",0,0,0,0
89,30,35,10,23,3,10,"neutral",12,12,-1,25
89,31,45,50,23,3,23,"neutral",22,22,-1,22
89,32,5,10,36,2,65,"negative",-31,31,1,60
89,33,70,60,33,5,70,"positive",37,37,-1,0
89,34,30,20,36,4,10,"positive",-6,6,1,-20
89,35,20,70,45,5,20,"positive",-25,25,1,0
89,36,62,60,43,2,60,"negative",19,19,-1,2
89,37,70,60,38,4,60,"positive",32,32,-1,10
89,38,35,50,33,3,50,"neutral",2,2,-1,-15
89,39,20,30,47,3,50,"neutral",-27,27,1,30
90,1,10,50,56,2,10,"negative",-46,46,1,0
90,2,50,50,29,5,50,"positive",21,21,-1,0
90,3,60,45,20,3,39,"neutral",40,40,-1,21
90,4,75,73,17,3,65,"neutral",58,58,-1,10
90,5,15,15,38,4,50,"positive",-23,23,1,35
90,6,49,30,26,2,50,"negative",23,23,-1,-1
90,7,15,25,62,4,45,"positive",-47,47,1,30
90,8,60,60,59,3,55,"neutral",1,1,-1,5
90,9,60,45,65,1,50,"negative",-5,5,1,-10
90,10,70,65,55,3,60,"neutral",15,15,-1,10
90,11,10,25,52,2,40,"negative",-42,42,1,30
90,12,50,45,48,4,60,"positive",2,2,-1,-10
90,13,30,25,30,5,45,"positive",0,0,0,0
90,14,40,25,55,4,35,"positive",-15,15,1,-5
90,15,45,40,42,3,40,"neutral",3,3,-1,5
90,16,70,60,32,5,60,"positive",38,38,-1,10
90,17,35,30,41,3,30,"neutral",-6,6,1,-5
90,18,45,45,48,3,56,"neutral",-3,3,1,11
90,19,5,10,49,1,20,"negative",-44,44,1,15
90,20,50,60,44,3,35,"neutral",6,6,-1,15
90,21,10,15,33,5,35,"positive",-23,23,1,25
90,22,60,60,51,1,60,"negative",9,9,-1,0
90,23,10,40,37,3,20,"neutral",-27,27,1,10
90,24,40,35,43,4,50,"positive",-3,3,1,10
90,25,60,45,39,3,60,"neutral",21,21,-1,0
90,26,45,40,35,2,50,"negative",10,10,-1,-5
90,27,45,35,30,3,40,"neutral",15,15,-1,5
90,28,30,20,70,3,60,"neutral",-40,40,1,30
90,29,40,30,10,5,30,"positive",30,30,-1,10
90,30,10,25,23,3,15,"neutral",-13,13,1,5
90,31,45,35,23,3,45,"neutral",22,22,-1,0
90,32,20,30,36,1,15,"negative",-16,16,1,-5
90,33,20,20,33,3,35,"neutral",-13,13,1,15
90,34,49,45,36,3,30,"neutral",13,13,-1,19
90,35,60,40,45,5,65,"positive",15,15,-1,-5
90,36,10,30,43,1,10,"negative",-33,33,1,0
90,37,50,35,38,4,20,"positive",12,12,-1,30
90,38,40,50,33,3,30,"neutral",7,7,-1,10
90,39,60,50,47,4,54,"positive",13,13,-1,6
91,1,65,23,56,3,36,"neutral",9,9,-1,29
91,2,68,56,29,5,58,"positive",39,39,-1,10
91,3,20,25,20,3,37,"neutral",0,0,0,0
91,4,30,58,17,5,26,"positive",13,13,-1,4
91,5,27,48,38,3,28,"neutral",-11,11,1,1
91,6,70,70,26,2,45,"negative",44,44,-1,25
91,7,58,60,62,4,58,"positive",-4,4,1,0
91,8,56,60,59,3,69,"neutral",-3,3,1,13
91,9,6,17,65,1,26,"negative",-59,59,1,20
91,10,14,35,55,1,34,"negative",-41,41,1,20
91,11,77,70,52,2,60,"negative",25,25,-1,17
91,12,34,43,48,3,38,"neutral",-14,14,1,4
91,13,24,37,30,3,30,"neutral",-6,6,1,6
91,14,50,70,55,3,59,"neutral",-5,5,1,9
91,15,12,77,42,5,23,"positive",-30,30,1,11
91,16,34,50,32,3,29,"neutral",2,2,-1,5
91,17,3,3,41,1,35,"negative",-38,38,1,32
91,18,47,60,48,3,34,"neutral",-1,1,1,-13
91,19,23,50,49,3,36,"neutral",-26,26,1,13
91,20,70,65,44,3,45,"neutral",26,26,-1,25
91,21,65,58,33,4,30,"positive",32,32,-1,35
91,22,15,40,51,3,56,"neutral",-36,36,1,41
91,23,60,19,37,3,42,"neutral",23,23,-1,18
91,24,26,35,43,5,35,"positive",-17,17,1,9
91,25,3,32,39,4,34,"positive",-36,36,1,31
91,26,70,58,35,4,56,"positive",35,35,-1,14
91,27,48,46,30,3,36,"neutral",18,18,-1,12
91,28,77,77,70,3,56,"neutral",7,7,-1,21
91,29,53,62,10,3,47,"neutral",43,43,-1,6
91,30,42,38,23,3,36,"neutral",19,19,-1,6
91,31,58,56,23,3,34,"neutral",35,35,-1,24
91,32,3,14,36,3,35,"neutral",-33,33,1,32
91,33,40,45,33,3,42,"neutral",7,7,-1,-2
91,34,20,24,36,3,47,"neutral",-16,16,1,27
91,35,70,77,45,5,56,"positive",25,25,-1,14
91,36,20,47,43,3,27,"neutral",-23,23,1,7
91,37,40,45,38,3,45,"neutral",2,2,-1,-5
91,38,50,60,33,3,43,"neutral",17,17,-1,7
91,39,47,60,47,2,49,"negative",0,0,0,0
92,1,4,4,56,4,44,"positive",-52,52,1,40
92,2,30,32,29,5,44,"positive",1,1,-1,-14
92,3,57,55,20,3,55,"neutral",37,37,-1,2
92,4,5,4,17,4,55,"positive",-12,12,1,50
92,5,3,3,38,4,33,"positive",-35,35,1,30
92,6,55,44,26,3,66,"neutral",29,29,-1,-11
92,7,50,55,62,4,55,"positive",-12,12,1,5
92,8,4,3,59,4,44,"positive",-55,55,1,40
92,9,3,3,65,3,33,"neutral",-62,62,1,30
92,10,55,29,55,3,66,"neutral",0,0,0,0
92,11,3,3,52,4,44,"positive",-49,49,1,41
92,12,5,4,48,4,66,"positive",-43,43,1,61
92,13,33,45,30,3,44,"neutral",3,3,-1,-11
92,14,45,55,55,3,55,"neutral",-10,10,1,10
92,15,55,77,42,3,44,"neutral",13,13,-1,11
92,16,4,4,32,4,44,"positive",-28,28,1,40
92,17,45,33,41,5,33,"positive",4,4,-1,12
92,18,4,5,48,4,66,"positive",-44,44,1,62
92,19,49,55,49,3,33,"neutral",0,0,0,0
92,20,3,3,44,3,44,"neutral",-41,41,1,41
92,21,4,4,33,4,44,"positive",-29,29,1,40
92,22,29,33,51,4,33,"positive",-22,22,1,4
92,23,33,30,37,3,66,"neutral",-4,4,1,33
92,24,45,30,43,4,33,"positive",2,2,-1,12
92,25,55,55,39,4,30,"positive",16,16,-1,25
92,26,33,33,35,3,55,"neutral",-2,2,1,22
92,27,4,4,30,4,40,"positive",-26,26,1,36
92,28,49,55,70,3,55,"neutral",-21,21,1,6
92,29,4,4,10,4,66,"positive",-6,6,1,62
92,30,33,45,23,3,44,"neutral",10,10,-1,-11
92,31,33,33,23,3,44,"neutral",10,10,-1,-11
92,32,36,44,36,4,33,"positive",0,0,0,0
92,33,3,3,33,3,33,"neutral",-30,30,1,30
92,34,45,44,36,3,44,"neutral",9,9,-1,1
92,35,44,44,45,3,66,"neutral",-1,1,1,22
92,36,44,48,43,4,66,"positive",1,1,-1,-22
92,37,45,55,38,5,33,"positive",7,7,-1,12
92,38,3,3,33,3,66,"neutral",-30,30,1,63
92,39,3,3,47,3,44,"neutral",-44,44,1,41
93,1,50,77,56,4,55,"positive",-6,6,1,5
93,2,10,77,29,4,38,"positive",-19,19,1,28
93,3,23,74,20,4,26,"positive",3,3,-1,-3
93,4,77,77,17,4,26,"positive",60,60,-1,51
93,5,35,50,38,3,42,"neutral",-3,3,1,7
93,6,42,77,26,3,35,"neutral",16,16,-1,7
93,7,48,77,62,4,56,"positive",-14,14,1,8
93,8,26,65,59,3,60,"neutral",-33,33,1,34
93,9,35,52,65,3,56,"neutral",-30,30,1,21
93,10,3,35,55,3,58,"neutral",-52,52,1,55
93,11,48,73,52,4,26,"positive",-4,4,1,-22
93,12,10,42,48,2,48,"negative",-38,38,1,38
93,13,26,65,30,3,44,"neutral",-4,4,1,18
93,14,65,77,55,3,28,"neutral",10,10,-1,37
93,15,43,77,42,4,35,"positive",1,1,-1,8
93,16,35,65,32,3,48,"neutral",3,3,-1,-13
93,17,38,71,41,4,46,"positive",-3,3,1,8
93,18,70,77,48,4,32,"positive",22,22,-1,38
93,19,35,72,49,4,42,"positive",-14,14,1,7
93,20,65,77,44,4,56,"positive",21,21,-1,9
93,21,43,77,33,4,35,"positive",10,10,-1,8
93,22,35,70,51,3,23,"neutral",-16,16,1,-12
93,23,35,10,37,3,52,"neutral",-2,2,1,17
93,24,26,77,43,3,56,"neutral",-17,17,1,30
93,25,35,72,39,4,35,"positive",-4,4,1,0
93,26,70,65,35,3,35,"neutral",35,35,-1,35
93,27,26,50,30,3,35,"neutral",-4,4,1,9
93,28,17,77,70,3,48,"neutral",-53,53,1,31
93,29,43,77,10,3,48,"neutral",33,33,-1,-5
93,30,48,70,23,3,25,"neutral",25,25,-1,23
93,31,56,75,23,4,25,"positive",33,33,-1,31
93,32,43,65,36,2,35,"negative",7,7,-1,8
93,33,52,75,33,4,26,"positive",19,19,-1,26
93,34,43,77,36,3,48,"neutral",7,7,-1,-5
93,35,70,70,45,3,23,"neutral",25,25,-1,47
93,36,25,77,43,3,42,"neutral",-18,18,1,17
93,37,35,68,38,4,26,"positive",-3,3,1,-9
93,38,35,77,33,3,45,"neutral",2,2,-1,-10
93,39,10,77,47,2,48,"negative",-37,37,1,38
94,1,65,65,56,2,55,"negative",9,9,-1,10
94,2,20,50,29,4,16,"positive",-9,9,1,-4
94,3,40,35,20,3,31,"neutral",20,20,-1,9
94,4,35,23,17,2,22,"negative",18,18,-1,13
94,5,8,20,38,2,20,"negative",-30,30,1,12
94,6,50,25,26,4,15,"positive",24,24,-1,35
94,7,60,50,62,4,37,"positive",-2,2,1,-23
94,8,8,5,59,3,33,"neutral",-51,51,1,25
94,9,25,25,65,1,33,"negative",-40,40,1,8
94,10,35,45,55,1,45,"negative",-20,20,1,10
94,11,55,45,52,2,55,"negative",3,3,-1,0
94,12,5,25,48,4,39,"positive",-43,43,1,34
94,13,15,15,30,3,16,"neutral",-15,15,1,1
94,14,3,3,55,3,45,"neutral",-52,52,1,42
94,15,60,45,42,4,45,"positive",18,18,-1,15
94,16,55,65,32,3,23,"neutral",23,23,-1,32
94,17,15,10,41,3,55,"neutral",-26,26,1,40
94,18,25,15,48,3,73,"neutral",-23,23,1,48
94,19,45,45,49,3,45,"neutral",-4,4,1,0
94,20,45,65,44,4,35,"positive",1,1,-1,10
94,21,50,50,33,4,33,"positive",17,17,-1,17
94,22,25,30,51,3,42,"neutral",-26,26,1,17
94,23,45,50,37,3,41,"neutral",8,8,-1,4
94,24,55,56,43,4,25,"positive",12,12,-1,30
94,25,50,56,39,2,55,"negative",11,11,-1,-5
94,26,65,70,35,4,35,"positive",30,30,-1,30
94,27,40,55,30,2,35,"negative",10,10,-1,5
94,28,60,70,70,3,45,"neutral",-10,10,1,-15
94,29,45,45,10,5,33,"positive",35,35,-1,12
94,30,45,65,23,3,15,"neutral",22,22,-1,30
94,31,48,35,23,3,25,"neutral",25,25,-1,23
94,32,25,25,36,4,43,"positive",-11,11,1,18
94,33,50,55,33,4,25,"positive",17,17,-1,25
94,34,30,25,36,3,44,"neutral",-6,6,1,14
94,35,45,65,45,4,55,"positive",0,0,0,0
94,36,35,35,43,4,22,"positive",-8,8,1,-13
94,37,35,65,38,4,15,"positive",-3,3,1,-20
94,38,50,55,33,3,44,"neutral",17,17,-1,6
94,39,50,15,47,2,57,"negative",3,3,-1,-7
95,1,70,60,56,2,60,"negative",14,14,-1,10
95,2,70,70,29,3,60,"neutral",41,41,-1,10
95,3,50,60,20,3,40,"neutral",30,30,-1,10
95,4,30,50,17,2,30,"negative",13,13,-1,0
95,5,3,15,38,2,3,"negative",-35,35,1,0
95,6,10,20,26,1,10,"negative",-16,16,1,0
95,7,69,50,62,3,30,"neutral",7,7,-1,39
95,8,20,30,59,3,40,"neutral",-39,39,1,20
95,9,20,40,65,3,30,"neutral",-45,45,1,10
95,10,10,50,55,2,10,"negative",-45,45,1,0
95,11,70,30,52,4,70,"positive",18,18,-1,0
95,12,77,77,48,3,30,"neutral",29,29,-1,47
95,13,5,29,30,3,20,"neutral",-25,25,1,15
95,14,60,70,55,3,30,"neutral",5,5,-1,30
95,15,20,30,42,3,30,"neutral",-22,22,1,10
95,16,50,40,32,3,40,"neutral",18,18,-1,10
95,17,30,40,41,3,30,"neutral",-11,11,1,0
95,18,40,50,48,3,40,"neutral",-8,8,1,0
95,19,20,40,49,3,40,"neutral",-29,29,1,20
95,20,50,50,44,3,20,"neutral",6,6,-1,30
95,21,60,40,33,3,70,"neutral",27,27,-1,-10
95,22,3,77,51,3,30,"neutral",-48,48,1,27
95,23,10,20,37,2,30,"negative",-27,27,1,20
95,24,70,60,43,3,50,"neutral",27,27,-1,20
95,25,20,20,39,2,20,"negative",-19,19,1,0
95,26,70,70,35,3,30,"neutral",35,35,-1,40
95,27,70,60,30,1,40,"negative",40,40,-1,30
95,28,30,40,70,3,50,"neutral",-40,40,1,20
95,29,40,40,10,2,30,"negative",30,30,-1,10
95,30,20,30,23,3,10,"neutral",-3,3,1,-10
95,31,30,40,23,3,30,"neutral",7,7,-1,0
95,32,5,10,36,1,20,"negative",-31,31,1,15
95,33,70,70,33,3,60,"neutral",37,37,-1,10
95,34,30,40,36,3,20,"neutral",-6,6,1,-10
95,35,10,30,45,3,30,"neutral",-35,35,1,20
95,36,10,15,43,2,20,"negative",-33,33,1,10
95,37,10,30,38,3,10,"neutral",-28,28,1,0
95,38,50,60,33,3,30,"neutral",17,17,-1,20
95,39,50,60,47,3,30,"neutral",3,3,-1,20
96,1,70,70,56,3,70,"neutral",14,14,-1,0
96,2,60,60,29,5,54,"positive",31,31,-1,6
96,3,40,40,20,3,25,"neutral",20,20,-1,15
96,4,77,70,17,4,60,"positive",60,60,-1,17
96,5,70,50,38,3,65,"neutral",32,32,-1,5
96,6,45,40,26,3,51,"neutral",19,19,-1,-6
96,7,50,46,62,5,51,"positive",-12,12,1,1
96,8,10,20,59,3,60,"neutral",-49,49,1,50
96,9,5,10,65,3,12,"neutral",-60,60,1,7
96,10,26,35,55,2,57,"negative",-29,29,1,31
96,11,60,40,52,2,50,"negative",8,8,-1,10
96,12,25,30,48,3,25,"neutral",-23,23,1,0
96,13,20,15,30,3,34,"neutral",-10,10,1,14
96,14,35,24,55,4,34,"positive",-20,20,1,-1
96,15,70,70,42,4,70,"positive",28,28,-1,0
96,16,60,60,32,3,50,"neutral",28,28,-1,10
96,17,50,40,41,4,24,"positive",9,9,-1,26
96,18,40,40,48,3,40,"neutral",-8,8,1,0
96,19,40,25,49,4,40,"positive",-9,9,1,0
96,20,40,60,44,4,42,"positive",-4,4,1,2
96,21,50,60,33,5,56,"positive",17,17,-1,-6
96,22,20,20,51,3,40,"neutral",-31,31,1,20
96,23,3,5,37,2,3,"negative",-34,34,1,0
96,24,20,30,43,4,15,"positive",-23,23,1,-5
96,25,3,10,39,3,40,"neutral",-36,36,1,37
96,26,15,55,35,4,10,"positive",-20,20,1,-5
96,27,20,40,30,3,43,"neutral",-10,10,1,23
96,28,65,70,70,2,67,"negative",-5,5,1,2
96,29,20,50,10,3,38,"neutral",10,10,-1,-18
96,30,3,10,23,5,10,"positive",-20,20,1,7
96,31,20,15,23,4,30,"positive",-3,3,1,10
96,32,3,15,36,2,45,"negative",-33,33,1,42
96,33,30,30,33,3,45,"neutral",-3,3,1,15
96,34,60,60,36,3,30,"neutral",24,24,-1,30
96,35,77,65,45,4,70,"positive",32,32,-1,7
96,36,10,20,43,3,60,"neutral",-33,33,1,50
96,37,50,50,38,4,70,"positive",12,12,-1,-20
96,38,40,50,33,3,25,"neutral",7,7,-1,15
96,39,50,70,47,4,34,"positive",3,3,-1,16
97,1,3,77,56,3,3,"neutral",-53,53,1,0
97,2,15,28,29,4,20,"positive",-14,14,1,5
97,3,25,25,20,3,25,"neutral",5,5,-1,0
97,4,45,30,17,4,77,"positive",28,28,-1,-32
97,5,3,15,38,1,7,"negative",-35,35,1,4
97,6,10,50,26,3,7,"neutral",-16,16,1,-3
97,7,45,45,62,3,55,"neutral",-17,17,1,10
97,8,65,65,59,3,50,"neutral",6,6,-1,15
97,9,15,20,65,3,15,"neutral",-50,50,1,0
97,10,25,38,55,2,25,"negative",-30,30,1,0
97,11,77,77,52,4,77,"positive",25,25,-1,0
97,12,65,65,48,3,60,"neutral",17,17,-1,5
97,13,10,20,30,3,15,"neutral",-20,20,1,5
97,14,25,25,55,3,15,"neutral",-30,30,1,-10
97,15,3,45,42,4,5,"positive",-39,39,1,2
97,16,5,35,32,3,5,"neutral",-27,27,1,0
97,17,35,35,41,3,35,"neutral",-6,6,1,0
97,18,60,65,48,3,45,"neutral",12,12,-1,15
97,19,45,65,49,3,40,"neutral",-4,4,1,-5
97,20,10,15,44,3,35,"neutral",-34,34,1,25
97,21,25,15,33,3,25,"neutral",-8,8,1,0
97,22,35,35,51,3,20,"neutral",-16,16,1,-15
97,23,60,40,37,3,60,"neutral",23,23,-1,0
97,24,45,45,43,3,55,"neutral",2,2,-1,-10
97,25,7,7,39,3,20,"neutral",-32,32,1,13
97,26,70,70,35,3,70,"neutral",35,35,-1,0
97,27,38,38,30,3,35,"neutral",8,8,-1,3
97,28,55,35,70,3,65,"neutral",-15,15,1,10
97,29,40,42,10,3,30,"neutral",30,30,-1,10
97,30,3,45,23,3,3,"neutral",-20,20,1,0
97,31,30,30,23,3,40,"neutral",7,7,-1,-10
97,32,10,10,36,3,15,"neutral",-26,26,1,5
97,33,10,25,33,3,5,"neutral",-23,23,1,-5
97,34,45,58,36,3,55,"neutral",9,9,-1,-10
97,35,55,27,45,4,55,"positive",10,10,-1,0
97,36,3,10,43,1,15,"negative",-40,40,1,12
97,37,70,70,38,3,77,"neutral",32,32,-1,-7
97,38,55,55,33,3,55,"neutral",22,22,-1,0
97,39,66,55,47,2,50,"negative",19,19,-1,16
98,1,5,24,56,3,24,"neutral",-51,51,1,19
98,2,77,50,29,5,36,"positive",48,48,-1,41
98,3,69,60,20,3,26,"neutral",49,49,-1,43
98,4,19,67,17,2,11,"negative",2,2,-1,8
98,5,8,10,38,3,7,"neutral",-30,30,1,-1
98,6,5,32,26,1,7,"negative",-21,21,1,2
98,7,10,23,62,3,62,"neutral",-52,52,1,52
98,8,13,22,59,3,32,"neutral",-46,46,1,19
98,9,50,40,65,2,55,"negative",-15,15,1,5
98,10,60,75,55,1,64,"negative",5,5,-1,-4
98,11,68,24,52,1,65,"negative",16,16,-1,3
98,12,64,60,48,3,60,"neutral",16,16,-1,4
98,13,10,22,30,3,30,"neutral",-20,20,1,20
98,14,19,27,55,4,50,"positive",-36,36,1,31
98,15,20,54,42,3,28,"neutral",-22,22,1,8
98,16,55,43,32,3,29,"neutral",23,23,-1,26
98,17,10,23,41,3,39,"neutral",-31,31,1,29
98,18,77,77,48,4,33,"positive",29,29,-1,44
98,19,25,40,49,3,31,"neutral",-24,24,1,6
98,20,56,64,44,3,40,"neutral",12,12,-1,16
98,21,77,70,33,2,32,"negative",44,44,-1,45
98,22,50,69,51,3,35,"neutral",-1,1,1,-15
98,23,29,18,37,3,38,"neutral",-8,8,1,9
98,24,70,40,43,4,60,"positive",27,27,-1,10
98,25,15,20,39,3,40,"neutral",-24,24,1,25
98,26,70,70,35,3,21,"neutral",35,35,-1,49
98,27,53,39,30,4,37,"positive",23,23,-1,16
98,28,40,70,70,5,69,"positive",-30,30,1,29
98,29,21,40,10,4,36,"positive",11,11,-1,-15
98,30,3,34,23,2,6,"negative",-20,20,1,3
98,31,41,40,23,3,23,"neutral",18,18,-1,18
98,32,60,70,36,2,19,"negative",24,24,-1,41
98,33,77,75,33,4,40,"positive",44,44,-1,37
98,34,37,21,36,3,59,"neutral",1,1,-1,-22
98,35,12,23,45,4,33,"positive",-33,33,1,21
98,36,3,70,43,1,3,"negative",-40,40,1,0
98,37,8,5,38,3,50,"neutral",-30,30,1,42
98,38,54,61,33,4,23,"positive",21,21,-1,31
98,39,30,38,47,3,65,"neutral",-17,17,1,35
99,1,10,10,56,4,77,"positive",-46,46,1,67
99,2,40,30,29,5,77,"positive",11,11,-1,-37
99,3,20,20,20,3,20,"neutral",0,0,0,0
99,4,70,60,17,2,30,"negative",53,53,-1,40
99,5,3,3,38,4,40,"positive",-35,35,1,37
99,6,5,5,26,2,20,"negative",-21,21,1,15
99,7,3,3,62,3,30,"neutral",-59,59,1,27
99,8,55,55,59,3,50,"neutral",-4,4,1,-5
99,9,3,3,65,3,20,"neutral",-62,62,1,17
99,10,30,50,55,2,35,"negative",-25,25,1,5
99,11,3,3,52,1,10,"negative",-49,49,1,7
99,12,55,55,48,3,60,"neutral",7,7,-1,-5
99,13,30,30,30,3,30,"neutral",0,0,0,0
99,14,40,40,55,3,40,"neutral",-15,15,1,0
99,15,40,40,42,3,30,"neutral",-2,2,1,-10
99,16,30,30,32,3,20,"neutral",-2,2,1,-10
99,17,30,30,41,3,40,"neutral",-11,11,1,10
99,18,65,60,48,3,40,"neutral",17,17,-1,25
99,19,40,30,49,2,30,"negative",-9,9,1,-10
99,20,30,30,44,3,40,"neutral",-14,14,1,10
99,21,40,40,33,4,60,"positive",7,7,-1,-20
99,22,10,20,51,3,20,"neutral",-41,41,1,10
99,23,30,30,37,3,40,"neutral",-7,7,1,10
99,24,30,30,43,3,40,"neutral",-13,13,1,10
99,25,15,15,39,3,20,"neutral",-24,24,1,5
99,26,5,5,35,3,77,"neutral",-30,30,1,72
99,27,70,70,30,3,40,"neutral",40,40,-1,30
99,28,6,6,70,3,60,"neutral",-64,64,1,54
99,29,7,9,10,3,50,"neutral",-3,3,1,43
99,30,10,10,23,3,10,"neutral",-13,13,1,0
99,31,60,60,23,3,50,"neutral",37,37,-1,10
99,32,5,5,36,3,30,"neutral",-31,31,1,25
99,33,8,8,33,4,65,"positive",-25,25,1,57
99,34,40,40,36,3,40,"neutral",4,4,-1,0
99,35,70,20,45,4,67,"positive",25,25,-1,3
99,36,20,20,43,3,70,"neutral",-23,23,1,50
99,37,77,70,38,2,77,"negative",39,39,-1,0
99,38,60,60,33,3,50,"neutral",27,27,-1,10
99,39,5,5,47,3,50,"neutral",-42,42,1,45
100,1,24,43,56,3,39,"neutral",-32,32,1,15
100,2,60,76,29,2,43,"negative",31,31,-1,17
100,3,70,67,20,2,45,"negative",50,50,-1,25
100,4,60,57,17,3,47,"neutral",43,43,-1,13
100,5,42,21,38,4,41,"positive",4,4,-1,1
100,6,45,32,26,3,28,"neutral",19,19,-1,17
100,7,45,56,62,4,56,"positive",-17,17,1,11
100,8,9,12,59,3,55,"neutral",-50,50,1,46
100,9,21,43,65,2,56,"negative",-44,44,1,35
100,10,23,54,55,4,21,"positive",-32,32,1,-2
100,11,35,23,52,2,21,"negative",-17,17,1,-14
100,12,57,77,48,3,43,"neutral",9,9,-1,14
100,13,3,3,30,3,30,"neutral",-27,27,1,27
100,14,32,21,55,3,30,"neutral",-23,23,1,-2
100,15,70,67,42,3,34,"neutral",28,28,-1,36
100,16,45,65,32,3,41,"neutral",13,13,-1,4
