"Participant","Event","E1","eBR","BR","Valence","E2","trialtype","signed_EE","abs_EE","direction","update"
100,17,54,65,41,3,43,"neutral",13,13,-1,11
100,18,53,54,48,4,47,"positive",5,5,-1,6
100,19,23,65,49,3,45,"neutral",-26,26,1,22
100,20,3,3,44,2,41,"negative",-41,41,1,38
100,21,39,45,33,4,43,"positive",6,6,-1,-4
100,22,10,17,51,3,41,"neutral",-41,41,1,31
100,23,56,47,37,4,45,"positive",19,19,-1,11
100,24,37,54,43,4,42,"positive",-6,6,1,5
100,25,56,76,39,2,51,"negative",17,17,-1,5
100,26,68,47,35,3,48,"neutral",33,33,-1,20
100,27,52,43,30,2,19,"negative",22,22,-1,33
100,28,44,65,70,3,63,"neutral",-26,26,1,19
100,29,34,56,10,2,60,"negative",24,24,-1,-26
100,30,37,54,23,3,43,"neutral",14,14,-1,-6
100,31,9,37,23,4,43,"positive",-14,14,1,34
100,32,3,35,36,3,42,"neutral",-33,33,1,39
100,33,77,77,33,2,31,"negative",44,44,-1,46
100,34,35,57,36,4,48,"positive",-1,1,1,13
100,35,34,45,45,4,48,"positive",-11,11,1,14
100,36,3,3,43,3,33,"neutral",-40,40,1,30
100,37,67,65,38,2,45,"negative",29,29,-1,22
100,38,5,3,33,3,32,"neutral",-28,28,1,27
100,39,26,34,47,3,39,"neutral",-21,21,1,13
